codigo,nome,cnpj_cpf,conta,servico_principal,servicos_adicionais,regime,mensalidade,faturamento_anual,data_inicio,responsavel,nps
CLI-02595,Cliente 2595,00.100.025/0001-00,Zov,Certificado Digital,N/A,MEI,9065,2780054,2024-03-04,Carlos Souza,4
CLI-02596,Cliente 2596,00.100.025/0001-00,Zov,BPO RH,N/A,Simples Nacional,7964,3499438,2022-12-06,João Silva,8
CLI-02597,Cliente 2597,00.100.025/0001-00,Zov,BPO Financeiro,BPO RH,N/A,2871,178166,2023-06-27,João Silva,2
CLI-02598,Cliente 2598,00.100.025/0001-00,Zov,Legalização,N/A,N/A,4437,5146019,2024-04-04,Ana Silva,8
CLI-02599,Cliente 2599,00.100.025/0001-00,Papaya,Legalização,N/A,N/A,5899,2980070,2023-11-04,Ana Silva,9
CLI-02600,Cliente 2600,00.100.026/0001-00,Mdias,Contabilidade,BPO Financeiro,N/A,6901,6890736,2023-08-03,Maria Santos,2
CLI-02601,Cliente 2601,00.100.026/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,6743,1427879,2024-07-01,Maria Santos,6
CLI-02602,Cliente 2602,00.100.026/0001-00,Zov,BPO Financeiro,N/A,N/A,6123,4594205,2022-08-26,João Silva,5
CLI-02603,Cliente 2603,00.100.026/0001-00,Zov,BPO RH,N/A,MEI,845,2778902,2022-07-22,Carlos Souza,10
CLI-02604,Cliente 2604,00.100.026/0001-00,Zov,BPO RH,N/A,Simples Nacional,5480,1462203,2023-10-22,Ana Silva,9
CLI-02605,Cliente 2605,00.100.026/0001-00,Zov,BPO RH,N/A,Lucro Real,2276,504780,2023-11-16,Maria Santos,5
CLI-02606,Cliente 2606,00.100.026/0001-00,Zov,BPO Financeiro,N/A,MEI,1382,1708166,2024-08-12,Ana Silva,1
CLI-02607,Cliente 2607,00.100.026/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,6443,2579613,2024-07-14,Maria Santos,9
CLI-02608,Cliente 2608,00.100.026/0001-00,Mdias,Contabilidade,N/A,Lucro Real,5694,5094824,2024-04-01,Ana Silva,1
CLI-02609,Cliente 2609,00.100.026/0001-00,Mdias,Legalização,N/A,Simples Nacional,3402,5090646,2023-05-10,Ana Silva,9
CLI-02610,Cliente 2610,00.100.026/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,5406,1032514,2024-11-26,João Silva,4
CLI-02611,Cliente 2611,00.100.026/0001-00,Zov,BPO Financeiro,Legalização,N/A,1604,7545671,2024-05-12,Ana Silva,7
CLI-02612,Cliente 2612,00.100.026/0001-00,Papaya,Legalização,N/A,N/A,6671,7507145,2022-08-14,João Silva,1
CLI-02613,Cliente 2613,00.100.026/0001-00,Papaya,Contabilidade,N/A,Lucro Real,5916,3459644,2022-06-17,Ana Silva,1
CLI-02614,Cliente 2614,00.100.026/0001-00,Zov,Legalização,N/A,Simples Nacional,4522,697388,2024-09-06,João Silva,8
CLI-02615,Cliente 2615,00.100.026/0001-00,Zov,BPO Financeiro,N/A,N/A,5861,7140237,2022-06-19,Maria Santos,5
CLI-02616,Cliente 2616,00.100.026/0001-00,Papaya,BPO Financeiro,BPO RH,Lucro Real,1842,3468676,2023-03-06,Ana Silva,10
CLI-02617,Cliente 2617,00.100.026/0001-00,Papaya,Legalização,N/A,N/A,6216,7422417,2022-06-17,Carlos Souza,6
CLI-02618,Cliente 2618,00.100.026/0001-00,Zov,Legalização,Contabilidade,Simples Nacional,6034,1922489,2022-09-16,João Silva,3
CLI-02619,Cliente 2619,00.100.026/0001-00,Zov,BPO Financeiro,N/A,N/A,4912,2661500,2024-04-27,Ana Silva,7
CLI-02620,Cliente 2620,00.100.026/0001-00,Zov,Certificado Digital,BPO RH,MEI,7319,43816,2024-02-16,Carlos Souza,7
CLI-02621,Cliente 2621,00.100.026/0001-00,Papaya,Contabilidade,N/A,Simples Nacional,3719,1280737,2023-06-22,Maria Santos,8
CLI-02622,Cliente 2622,00.100.026/0001-00,Zov,Legalização,N/A,N/A,632,7600387,2023-02-19,Maria Santos,5
CLI-02623,Cliente 2623,00.100.026/0001-00,Papaya,Legalização,Contabilidade,MEI,3603,2931212,2024-04-01,Carlos Souza,1
CLI-02624,Cliente 2624,00.100.026/0001-00,Papaya,BPO RH,N/A,Simples Nacional,518,6317412,2023-08-02,Ana Silva,6
CLI-02625,Cliente 2625,00.100.026/0001-00,Mdias,BPO Financeiro,N/A,MEI,8244,256981,2022-07-14,João Silva,2
CLI-02626,Cliente 2626,00.100.026/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,9164,2887692,2023-01-26,Ana Silva,6
CLI-02627,Cliente 2627,00.100.026/0001-00,Papaya,Legalização,BPO Financeiro,MEI,2172,6799890,2023-07-17,Ana Silva,3
CLI-02628,Cliente 2628,00.100.026/0001-00,Papaya,Legalização,BPO RH,MEI,6468,7863080,2024-11-18,Maria Santos,4
CLI-02629,Cliente 2629,00.100.026/0001-00,Papaya,Certificado Digital,BPO Financeiro,Lucro Presumido,5970,1777051,2023-11-26,Maria Santos,9
CLI-02630,Cliente 2630,00.100.026/0001-00,Papaya,BPO RH,N/A,Simples Nacional,8007,2539418,2024-08-03,Maria Santos,3
CLI-02631,Cliente 2631,00.100.026/0001-00,Mdias,BPO Financeiro,N/A,MEI,4982,7417776,2023-11-25,Ana Silva,3
CLI-02632,Cliente 2632,00.100.026/0001-00,Zov,Certificado Digital,N/A,Lucro Presumido,1928,3713018,2023-01-24,Carlos Souza,4
CLI-02633,Cliente 2633,00.100.026/0001-00,Mdias,Contabilidade,Legalização,Simples Nacional,1509,349646,2023-03-23,João Silva,7
CLI-02634,Cliente 2634,00.100.026/0001-00,Papaya,Contabilidade,BPO RH,N/A,518,6216141,2023-01-14,João Silva,1
CLI-02635,Cliente 2635,00.100.026/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,3113,554404,2023-07-15,João Silva,0
CLI-02636,Cliente 2636,00.100.026/0001-00,Mdias,BPO Financeiro,N/A,N/A,6614,3552882,2024-07-01,Maria Santos,3
CLI-02637,Cliente 2637,00.100.026/0001-00,Mdias,Legalização,N/A,Simples Nacional,756,2287700,2024-05-26,Ana Silva,3
CLI-02638,Cliente 2638,00.100.026/0001-00,Mdias,BPO Financeiro,N/A,Lucro Real,3760,6205260,2023-12-10,Ana Silva,1
CLI-02639,Cliente 2639,00.100.026/0001-00,Mdias,Legalização,BPO RH,N/A,6001,4687085,2023-08-02,Carlos Souza,5
CLI-02640,Cliente 2640,00.100.026/0001-00,Mdias,BPO RH,N/A,N/A,3285,4176730,2022-07-13,João Silva,8
CLI-02641,Cliente 2641,00.100.026/0001-00,Zov,Certificado Digital,N/A,MEI,5389,5927866,2022-07-05,João Silva,3
CLI-02642,Cliente 2642,00.100.026/0001-00,Mdias,Legalização,N/A,Simples Nacional,3837,5146147,2023-11-19,Ana Silva,1
CLI-02643,Cliente 2643,00.100.026/0001-00,Zov,Legalização,BPO RH,Simples Nacional,3300,396887,2024-03-04,João Silva,2
CLI-02644,Cliente 2644,00.100.026/0001-00,Zov,BPO RH,N/A,N/A,2901,3697232,2022-03-23,Maria Santos,5
CLI-02645,Cliente 2645,00.100.026/0001-00,Zov,BPO Financeiro,N/A,MEI,2472,6796818,2023-10-05,Ana Silva,8
CLI-02646,Cliente 2646,00.100.026/0001-00,Mdias,BPO Financeiro,Contabilidade,MEI,4734,1482382,2024-07-21,Maria Santos,1
CLI-02647,Cliente 2647,00.100.026/0001-00,Zov,BPO Financeiro,Legalização,MEI,2986,1402475,2022-01-03,João Silva,2
CLI-02648,Cliente 2648,00.100.026/0001-00,Zov,Contabilidade,N/A,MEI,1998,1035832,2023-07-14,Ana Silva,10
CLI-02649,Cliente 2649,00.100.026/0001-00,Papaya,BPO Financeiro,N/A,MEI,6712,7452477,2023-06-02,Ana Silva,7
CLI-02650,Cliente 2650,00.100.026/0001-00,Zov,Contabilidade,Certificado Digital,Simples Nacional,5047,3491688,2023-04-19,João Silva,4
CLI-02651,Cliente 2651,00.100.026/0001-00,Papaya,Certificado Digital,N/A,Simples Nacional,1569,2482221,2022-10-25,Maria Santos,3
CLI-02652,Cliente 2652,00.100.026/0001-00,Papaya,Certificado Digital,N/A,Lucro Presumido,518,6327185,2024-07-24,Maria Santos,1
CLI-02653,Cliente 2653,00.100.026/0001-00,Zov,BPO RH,N/A,Lucro Presumido,5242,5351541,2024-07-09,Ana Silva,2
CLI-02654,Cliente 2654,00.100.026/0001-00,Zov,Certificado Digital,N/A,Lucro Real,8578,352813,2023-05-24,Maria Santos,9
CLI-02655,Cliente 2655,00.100.026/0001-00,Papaya,BPO RH,Certificado Digital,Simples Nacional,6633,3946798,2022-06-06,Ana Silva,7
CLI-02656,Cliente 2656,00.100.026/0001-00,Zov,BPO RH,N/A,MEI,6699,2789016,2023-09-19,João Silva,8
CLI-02657,Cliente 2657,00.100.026/0001-00,Zov,Legalização,N/A,Lucro Real,8107,6910681,2023-10-25,Carlos Souza,9
CLI-02658,Cliente 2658,00.100.026/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,6887,4958584,2022-01-13,Carlos Souza,9
CLI-02659,Cliente 2659,00.100.026/0001-00,Zov,BPO RH,N/A,Lucro Presumido,9167,7132483,2024-06-09,João Silva,5
CLI-02660,Cliente 2660,00.100.026/0001-00,Zov,Certificado Digital,N/A,N/A,8736,2957472,2023-01-01,João Silva,3
CLI-02661,Cliente 2661,00.100.026/0001-00,Zov,BPO Financeiro,N/A,N/A,8855,2099492,2022-07-23,Maria Santos,10
CLI-02662,Cliente 2662,00.100.026/0001-00,Mdias,BPO RH,N/A,Lucro Real,3162,1383674,2022-12-07,Carlos Souza,1
CLI-02663,Cliente 2663,00.100.026/0001-00,Zov,BPO RH,N/A,MEI,8302,1263171,2024-11-22,Ana Silva,1
CLI-02664,Cliente 2664,00.100.026/0001-00,Zov,BPO RH,N/A,Simples Nacional,9203,2872457,2024-10-05,Carlos Souza,1
CLI-02665,Cliente 2665,00.100.026/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,1324,3785239,2022-01-20,João Silva,2
CLI-02666,Cliente 2666,00.100.026/0001-00,Papaya,Legalização,N/A,Lucro Real,3161,275236,2023-08-08,Maria Santos,7
CLI-02667,Cliente 2667,00.100.026/0001-00,Papaya,Legalização,BPO RH,MEI,9135,5659292,2022-07-22,Ana Silva,2
CLI-02668,Cliente 2668,00.100.026/0001-00,Mdias,Legalização,BPO Financeiro,N/A,504,1059553,2024-04-10,João Silva,2
CLI-02669,Cliente 2669,00.100.026/0001-00,Papaya,BPO RH,BPO Financeiro,MEI,5599,4658162,2023-05-26,Ana Silva,8
CLI-02670,Cliente 2670,00.100.026/0001-00,Mdias,Contabilidade,N/A,MEI,2178,3573683,2024-08-16,João Silva,6
CLI-02671,Cliente 2671,00.100.026/0001-00,Mdias,Legalização,Contabilidade,Lucro Real,5976,5572986,2022-01-25,Carlos Souza,8
CLI-02672,Cliente 2672,00.100.026/0001-00,Mdias,Contabilidade,N/A,MEI,3564,1758498,2022-02-02,Carlos Souza,4
CLI-02673,Cliente 2673,00.100.026/0001-00,Mdias,BPO RH,N/A,Simples Nacional,9169,3173609,2022-09-13,Ana Silva,1
CLI-02674,Cliente 2674,00.100.026/0001-00,Zov,Contabilidade,N/A,MEI,8528,30954,2023-01-21,Carlos Souza,10
CLI-02675,Cliente 2675,00.100.026/0001-00,Papaya,Legalização,N/A,Lucro Presumido,7534,5149644,2022-03-23,Maria Santos,4
CLI-02676,Cliente 2676,00.100.026/0001-00,Zov,Contabilidade,Legalização,Simples Nacional,3523,2413527,2022-02-18,João Silva,7
CLI-02677,Cliente 2677,00.100.026/0001-00,Zov,BPO Financeiro,Certificado Digital,Simples Nacional,7567,6946559,2022-05-03,Maria Santos,7
CLI-02678,Cliente 2678,00.100.026/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,1189,1996285,2023-04-22,João Silva,3
CLI-02679,Cliente 2679,00.100.026/0001-00,Zov,BPO Financeiro,N/A,MEI,3224,3139972,2023-09-22,João Silva,8
CLI-02680,Cliente 2680,00.100.026/0001-00,Mdias,BPO RH,Legalização,Simples Nacional,9171,5923898,2024-11-20,Maria Santos,9
CLI-02681,Cliente 2681,00.100.026/0001-00,Papaya,Certificado Digital,Legalização,Lucro Real,6034,5208161,2023-10-08,Maria Santos,7
CLI-02682,Cliente 2682,00.100.026/0001-00,Papaya,Legalização,N/A,Simples Nacional,2525,7956843,2024-03-22,Maria Santos,1
CLI-02683,Cliente 2683,00.100.026/0001-00,Zov,BPO RH,Contabilidade,Simples Nacional,5693,3244794,2022-12-12,Carlos Souza,7
CLI-02684,Cliente 2684,00.100.026/0001-00,Papaya,Certificado Digital,Contabilidade,Lucro Presumido,2479,2400096,2024-02-24,João Silva,1
CLI-02685,Cliente 2685,00.100.026/0001-00,Zov,BPO RH,Contabilidade,Simples Nacional,3386,7558079,2024-05-18,Maria Santos,9
CLI-02686,Cliente 2686,00.100.026/0001-00,Zov,Certificado Digital,N/A,Lucro Real,4221,4315389,2023-11-28,João Silva,10
CLI-02687,Cliente 2687,00.100.026/0001-00,Mdias,BPO RH,Legalização,Lucro Presumido,6000,1202117,2023-09-05,João Silva,5
CLI-02688,Cliente 2688,00.100.026/0001-00,Papaya,Certificado Digital,N/A,Simples Nacional,1054,4519691,2023-12-18,Maria Santos,1
CLI-02689,Cliente 2689,00.100.026/0001-00,Papaya,Contabilidade,N/A,N/A,8081,7444115,2023-04-16,Maria Santos,5
CLI-02690,Cliente 2690,00.100.026/0001-00,Papaya,Contabilidade,N/A,MEI,4202,1273979,2023-06-08,Carlos Souza,9
CLI-02691,Cliente 2691,00.100.026/0001-00,Papaya,BPO RH,N/A,Simples Nacional,3347,5127939,2022-01-04,Ana Silva,7
CLI-02692,Cliente 2692,00.100.026/0001-00,Zov,BPO Financeiro,Legalização,Lucro Real,4048,7324129,2024-04-13,João Silva,5
CLI-02693,Cliente 2693,00.100.026/0001-00,Zov,Legalização,BPO Financeiro,MEI,1579,4967687,2022-01-28,Maria Santos,2
CLI-02694,Cliente 2694,00.100.026/0001-00,Mdias,Contabilidade,BPO RH,MEI,6715,7900354,2023-12-09,João Silva,3
CLI-02695,Cliente 2695,00.100.026/0001-00,Mdias,BPO Financeiro,Legalização,MEI,6430,162633,2024-08-09,Carlos Souza,7
CLI-02696,Cliente 2696,00.100.026/0001-00,Papaya,BPO RH,Legalização,MEI,8660,6546034,2024-09-12,Ana Silva,6
CLI-02697,Cliente 2697,00.100.026/0001-00,Mdias,Certificado Digital,BPO RH,Simples Nacional,848,6715632,2022-03-12,Carlos Souza,7
CLI-02698,Cliente 2698,00.100.026/0001-00,Zov,Certificado Digital,BPO Financeiro,Lucro Presumido,2102,7277938,2024-12-11,Carlos Souza,1
CLI-02699,Cliente 2699,00.100.026/0001-00,Papaya,Certificado Digital,N/A,MEI,3208,3297795,2022-02-01,Carlos Souza,1
CLI-02700,Cliente 2700,00.100.027/0001-00,Mdias,Contabilidade,BPO Financeiro,Simples Nacional,3867,2432430,2022-08-21,João Silva,9
CLI-02701,Cliente 2701,00.100.027/0001-00,Papaya,BPO Financeiro,Contabilidade,N/A,1608,2969865,2022-02-22,Ana Silva,9
CLI-02702,Cliente 2702,00.100.027/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,2753,390401,2022-11-16,Ana Silva,7
CLI-02703,Cliente 2703,00.100.027/0001-00,Zov,BPO RH,Certificado Digital,MEI,5709,6707158,2022-06-06,Carlos Souza,0
CLI-02704,Cliente 2704,00.100.027/0001-00,Mdias,Legalização,BPO RH,Lucro Real,5460,139752,2024-04-05,Ana Silva,6
CLI-02705,Cliente 2705,00.100.027/0001-00,Papaya,BPO Financeiro,BPO RH,Lucro Presumido,4982,3181765,2022-02-07,Maria Santos,1
CLI-02706,Cliente 2706,00.100.027/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,6039,6424570,2023-06-08,João Silva,1
CLI-02707,Cliente 2707,00.100.027/0001-00,Papaya,BPO RH,N/A,Lucro Real,8799,6963751,2023-06-27,Maria Santos,9
CLI-02708,Cliente 2708,00.100.027/0001-00,Zov,BPO Financeiro,N/A,Lucro Presumido,1114,4657902,2023-04-15,Ana Silva,2
CLI-02709,Cliente 2709,00.100.027/0001-00,Mdias,Certificado Digital,BPO Financeiro,Lucro Presumido,3981,6696275,2024-03-07,Ana Silva,0
CLI-02710,Cliente 2710,00.100.027/0001-00,Papaya,BPO Financeiro,N/A,Lucro Real,7435,4738614,2022-11-06,Ana Silva,6
CLI-02711,Cliente 2711,00.100.027/0001-00,Mdias,Certificado Digital,N/A,MEI,3292,2568999,2023-10-08,Ana Silva,9
CLI-02712,Cliente 2712,00.100.027/0001-00,Zov,Contabilidade,N/A,MEI,1601,3184348,2024-12-16,Ana Silva,9
CLI-02713,Cliente 2713,00.100.027/0001-00,Mdias,Certificado Digital,N/A,Simples Nacional,1642,4420820,2024-09-23,Ana Silva,0
CLI-02714,Cliente 2714,00.100.027/0001-00,Papaya,Legalização,BPO Financeiro,MEI,3147,6743430,2022-03-19,Maria Santos,1
CLI-02715,Cliente 2715,00.100.027/0001-00,Zov,Contabilidade,BPO Financeiro,Simples Nacional,6068,5801376,2022-03-12,Carlos Souza,8
CLI-02716,Cliente 2716,00.100.027/0001-00,Papaya,Certificado Digital,N/A,N/A,7106,5572381,2022-02-17,Carlos Souza,6
CLI-02717,Cliente 2717,00.100.027/0001-00,Zov,BPO RH,N/A,Simples Nacional,5186,3236046,2022-03-06,João Silva,5
CLI-02718,Cliente 2718,00.100.027/0001-00,Zov,BPO RH,N/A,MEI,1641,3423141,2022-04-08,Carlos Souza,3
CLI-02719,Cliente 2719,00.100.027/0001-00,Papaya,Certificado Digital,Contabilidade,Lucro Real,3209,2080817,2024-08-27,Maria Santos,9
CLI-02720,Cliente 2720,00.100.027/0001-00,Papaya,Legalização,N/A,N/A,6374,1994561,2024-05-03,João Silva,2
CLI-02721,Cliente 2721,00.100.027/0001-00,Zov,BPO RH,N/A,Lucro Presumido,2818,2978846,2023-08-06,Ana Silva,10
CLI-02722,Cliente 2722,00.100.027/0001-00,Zov,Certificado Digital,N/A,N/A,9136,6286369,2023-10-17,Maria Santos,9
CLI-02723,Cliente 2723,00.100.027/0001-00,Papaya,Certificado Digital,N/A,N/A,8747,614704,2022-03-20,Maria Santos,1
CLI-02724,Cliente 2724,00.100.027/0001-00,Papaya,BPO RH,N/A,N/A,5060,3852930,2023-03-13,Carlos Souza,7
CLI-02725,Cliente 2725,00.100.027/0001-00,Zov,BPO RH,N/A,N/A,8568,359414,2024-03-08,Carlos Souza,7
CLI-02726,Cliente 2726,00.100.027/0001-00,Mdias,Contabilidade,N/A,Simples Nacional,3457,6767720,2022-04-06,Ana Silva,3
CLI-02727,Cliente 2727,00.100.027/0001-00,Zov,Contabilidade,Legalização,Lucro Presumido,1427,1211837,2024-01-17,Maria Santos,0
CLI-02728,Cliente 2728,00.100.027/0001-00,Papaya,BPO RH,N/A,Simples Nacional,3347,1449739,2022-03-01,Maria Santos,2
CLI-02729,Cliente 2729,00.100.027/0001-00,Mdias,BPO RH,BPO Financeiro,Lucro Real,1294,5321487,2024-09-18,Maria Santos,2
CLI-02730,Cliente 2730,00.100.027/0001-00,Mdias,Certificado Digital,Legalização,Lucro Presumido,515,3519193,2022-05-11,João Silva,4
CLI-02731,Cliente 2731,00.100.027/0001-00,Zov,Certificado Digital,BPO RH,Lucro Real,8215,677505,2023-02-02,Carlos Souza,2
CLI-02732,Cliente 2732,00.100.027/0001-00,Papaya,Legalização,N/A,Lucro Presumido,4671,7319199,2024-11-16,Carlos Souza,3
CLI-02733,Cliente 2733,00.100.027/0001-00,Papaya,BPO RH,N/A,Lucro Presumido,6241,6021929,2024-06-02,Maria Santos,4
CLI-02734,Cliente 2734,00.100.027/0001-00,Zov,Certificado Digital,N/A,Lucro Real,8728,3755425,2022-11-16,João Silva,2
CLI-02735,Cliente 2735,00.100.027/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,3752,470121,2022-10-15,Carlos Souza,3
CLI-02736,Cliente 2736,00.100.027/0001-00,Papaya,Legalização,N/A,Simples Nacional,3323,1532220,2023-02-05,João Silva,2
CLI-02737,Cliente 2737,00.100.027/0001-00,Mdias,Contabilidade,Certificado Digital,Simples Nacional,3380,4248074,2023-04-12,João Silva,7
CLI-02738,Cliente 2738,00.100.027/0001-00,Papaya,Legalização,N/A,N/A,8782,1503028,2024-10-10,Maria Santos,10
CLI-02739,Cliente 2739,00.100.027/0001-00,Mdias,BPO Financeiro,Legalização,MEI,862,3281648,2023-04-03,Carlos Souza,7
CLI-02740,Cliente 2740,00.100.027/0001-00,Zov,Contabilidade,BPO Financeiro,MEI,1167,5475738,2022-03-04,Carlos Souza,4
CLI-02741,Cliente 2741,00.100.027/0001-00,Papaya,Legalização,N/A,Simples Nacional,4894,543683,2024-11-17,Carlos Souza,9
CLI-02742,Cliente 2742,00.100.027/0001-00,Zov,Certificado Digital,N/A,MEI,7277,5911571,2024-07-24,Ana Silva,9
CLI-02743,Cliente 2743,00.100.027/0001-00,Zov,BPO RH,BPO Financeiro,Simples Nacional,1809,1703537,2024-07-23,João Silva,2
CLI-02744,Cliente 2744,00.100.027/0001-00,Mdias,Legalização,N/A,Simples Nacional,8336,6955377,2022-07-09,Ana Silva,9
CLI-02745,Cliente 2745,00.100.027/0001-00,Zov,BPO Financeiro,N/A,MEI,6945,1840484,2024-07-19,Carlos Souza,2
CLI-02746,Cliente 2746,00.100.027/0001-00,Zov,Legalização,N/A,Lucro Real,6033,6711784,2024-11-23,Carlos Souza,3
CLI-02747,Cliente 2747,00.100.027/0001-00,Papaya,Legalização,N/A,MEI,6333,1212302,2024-12-07,João Silva,6
CLI-02748,Cliente 2748,00.100.027/0001-00,Mdias,Legalização,BPO RH,Lucro Presumido,5496,6224010,2024-10-13,João Silva,1
CLI-02749,Cliente 2749,00.100.027/0001-00,Mdias,BPO RH,Contabilidade,N/A,9003,4088176,2022-12-18,João Silva,8
CLI-02750,Cliente 2750,00.100.027/0001-00,Zov,BPO Financeiro,Contabilidade,Simples Nacional,832,7520564,2022-11-19,Ana Silva,3
CLI-02751,Cliente 2751,00.100.027/0001-00,Papaya,BPO RH,N/A,Lucro Presumido,509,4235734,2024-07-17,Maria Santos,1
CLI-02752,Cliente 2752,00.100.027/0001-00,Papaya,BPO Financeiro,Contabilidade,Simples Nacional,3977,4971314,2024-03-20,Carlos Souza,9
CLI-02753,Cliente 2753,00.100.027/0001-00,Mdias,Legalização,N/A,N/A,4968,1498690,2022-04-05,João Silva,8
CLI-02754,Cliente 2754,00.100.027/0001-00,Mdias,BPO Financeiro,N/A,Simples Nacional,5771,7496798,2022-01-12,João Silva,1
CLI-02755,Cliente 2755,00.100.027/0001-00,Mdias,BPO RH,N/A,Simples Nacional,5259,3882562,2024-07-02,Carlos Souza,1
CLI-02756,Cliente 2756,00.100.027/0001-00,Papaya,Certificado Digital,N/A,MEI,1217,869726,2023-04-19,Carlos Souza,3
CLI-02757,Cliente 2757,00.100.027/0001-00,Papaya,Contabilidade,N/A,N/A,7672,5169755,2023-10-26,Carlos Souza,3
CLI-02758,Cliente 2758,00.100.027/0001-00,Mdias,Certificado Digital,Legalização,Simples Nacional,4709,1430262,2024-01-11,Maria Santos,5
CLI-02759,Cliente 2759,00.100.027/0001-00,Zov,BPO Financeiro,N/A,Lucro Presumido,5000,4042097,2023-07-13,Ana Silva,9
CLI-02760,Cliente 2760,00.100.027/0001-00,Papaya,Contabilidade,Certificado Digital,Lucro Presumido,5881,3881817,2024-04-16,Maria Santos,10
CLI-02761,Cliente 2761,00.100.027/0001-00,Zov,Legalização,N/A,Lucro Presumido,7693,2261580,2022-10-21,Carlos Souza,6
CLI-02762,Cliente 2762,00.100.027/0001-00,Zov,BPO RH,BPO Financeiro,Lucro Presumido,2838,3521051,2024-11-27,Ana Silva,4
CLI-02763,Cliente 2763,00.100.027/0001-00,Zov,Certificado Digital,N/A,N/A,6062,5234671,2022-12-28,Ana Silva,4
CLI-02764,Cliente 2764,00.100.027/0001-00,Zov,Legalização,Certificado Digital,MEI,3552,1787113,2022-07-16,Carlos Souza,6
CLI-02765,Cliente 2765,00.100.027/0001-00,Mdias,Legalização,N/A,N/A,4551,7777597,2024-08-12,Carlos Souza,9
CLI-02766,Cliente 2766,00.100.027/0001-00,Papaya,Contabilidade,N/A,Simples Nacional,2774,4900956,2024-03-27,João Silva,3
CLI-02767,Cliente 2767,00.100.027/0001-00,Zov,BPO Financeiro,Contabilidade,Simples Nacional,7969,6202275,2023-02-16,João Silva,9
CLI-02768,Cliente 2768,00.100.027/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,5463,1734136,2022-12-21,Ana Silva,10
CLI-02769,Cliente 2769,00.100.027/0001-00,Zov,Legalização,N/A,MEI,5849,2045348,2024-08-13,João Silva,5
CLI-02770,Cliente 2770,00.100.027/0001-00,Papaya,BPO RH,N/A,Simples Nacional,4465,7835161,2024-09-04,Carlos Souza,4
CLI-02771,Cliente 2771,00.100.027/0001-00,Papaya,Certificado Digital,BPO Financeiro,MEI,6595,3113679,2024-07-17,Maria Santos,5
CLI-02772,Cliente 2772,00.100.027/0001-00,Papaya,BPO Financeiro,BPO RH,N/A,7531,7432337,2024-10-15,Ana Silva,1
CLI-02773,Cliente 2773,00.100.027/0001-00,Zov,Contabilidade,N/A,Lucro Real,3896,4636779,2023-03-26,Carlos Souza,5
CLI-02774,Cliente 2774,00.100.027/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,1529,4164445,2022-05-26,Ana Silva,0
CLI-02775,Cliente 2775,00.100.027/0001-00,Zov,Legalização,N/A,N/A,4437,6348311,2023-07-08,Maria Santos,4
CLI-02776,Cliente 2776,00.100.027/0001-00,Mdias,BPO RH,N/A,Lucro Real,7300,4438578,2024-09-27,Ana Silva,3
CLI-02777,Cliente 2777,00.100.027/0001-00,Papaya,Legalização,N/A,MEI,3889,3106195,2023-05-15,Ana Silva,7
CLI-02778,Cliente 2778,00.100.027/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,3349,6516229,2023-02-18,Carlos Souza,5
CLI-02779,Cliente 2779,00.100.027/0001-00,Zov,Certificado Digital,N/A,Lucro Real,1385,3625622,2023-05-10,Carlos Souza,6
CLI-02780,Cliente 2780,00.100.027/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,2785,4662353,2023-08-01,Carlos Souza,2
CLI-02781,Cliente 2781,00.100.027/0001-00,Papaya,Certificado Digital,N/A,Lucro Presumido,1699,1190718,2023-09-13,Ana Silva,3
CLI-02782,Cliente 2782,00.100.027/0001-00,Papaya,Contabilidade,BPO Financeiro,Lucro Real,4719,91138,2024-11-12,Carlos Souza,2
CLI-02783,Cliente 2783,00.100.027/0001-00,Mdias,Legalização,BPO Financeiro,N/A,3992,7508694,2022-06-27,Ana Silva,8
CLI-02784,Cliente 2784,00.100.027/0001-00,Mdias,BPO Financeiro,N/A,N/A,3838,4458218,2022-06-24,Ana Silva,6
CLI-02785,Cliente 2785,00.100.027/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,3168,5409325,2024-04-26,João Silva,7
CLI-02786,Cliente 2786,00.100.027/0001-00,Papaya,Contabilidade,N/A,MEI,2585,1133595,2022-09-22,Maria Santos,1
CLI-02787,Cliente 2787,00.100.027/0001-00,Papaya,Legalização,N/A,Lucro Presumido,7208,7971503,2022-06-21,Maria Santos,5
CLI-02788,Cliente 2788,00.100.027/0001-00,Papaya,Legalização,N/A,Lucro Real,8692,5389174,2022-10-26,Ana Silva,5
