id,data_criacao,cliente,vendedor,servico,etapa,valor,origem,data_fechamento,motivo_perda
OP-03387,2024-07-13,Lead 03387,Ana Silva,Tributário,Negociação,16389,Google Ads,2026-12-31,N/A
OP-03388,2024-02-16,Lead 03388,Mariana Lima,Legalização,Prospecção,31441,Outro,2026-12-31,N/A
OP-03389,2024-03-10,Lead 03389,Bruna Rocha,BPO Financeiro,Qualificação,31833,Indicação,2026-12-31,N/A
OP-03390,2024-09-17,Lead 03390,Carlos Souza,Contabilidade,Proposta,10023,Indicação,2026-12-31,N/A
OP-03391,2024-01-06,Lead 03391,Ana Silva,Certificado Digital,Proposta,9005,Facebook,2026-12-31,N/A
OP-03392,2024-06-16,Lead 03392,Carlos Souza,Certificado Digital,Fechado Ganho,24972,Facebook,2024-01-01,N/A
OP-03393,2024-05-15,Lead 03393,Carlos Souza,Legalização,Prospecção,17235,Outro,2026-12-31,N/A
OP-03394,2024-06-23,Lead 03394,Pedro Costa,Tributário,Qualificação,6075,Instagram,2026-12-31,N/A
OP-03395,2024-02-10,Lead 03395,Ana Silva,Certificado Digital,Proposta,13736,Indicação,2026-12-31,N/A
OP-03396,2024-05-13,Lead 03396,Carlos Souza,BPO Financeiro,Prospecção,6525,Indicação,2026-12-31,N/A
OP-03397,2024-06-28,Lead 03397,Pedro Costa,Legalização,Negociação,27876,Instagram,2026-12-31,N/A
OP-03398,2024-05-03,Lead 03398,Mariana Lima,Certificado Digital,Prospecção,16664,Instagram,2026-12-31,N/A
OP-03399,2024-02-20,Lead 03399,Pedro Costa,BPO RH,Prospecção,39298,Google Ads,2026-12-31,N/A
OP-03400,2024-11-24,Lead 03400,Ana Silva,Legalização,Fechado Perdido,25617,Instagram,2024-03-01,Concorrente
OP-03401,2024-10-16,Lead 03401,Pedro Costa,BPO RH,Proposta,33452,Evento,2026-12-31,N/A
OP-03402,2024-11-01,Lead 03402,João Oliveira,Certificado Digital,Fechado Ganho,26338,Instagram,2024-01-12,N/A
OP-03403,2024-11-13,Lead 03403,Mariana Lima,Certificado Digital,Fechado Ganho,19141,Instagram,2024-09-19,N/A
OP-03404,2024-02-20,Lead 03404,Ana Silva,Tributário,Fechado Perdido,20121,LinkedIn,2024-04-27,Preço
OP-03405,2024-01-05,Lead 03405,Ana Silva,BPO Financeiro,Fechado Perdido,39149,Orgânico,2024-10-08,Concorrente
OP-03406,2024-10-16,Lead 03406,Ana Silva,Contabilidade,Negociação,27158,Facebook,2026-12-31,N/A
OP-03407,2024-06-19,Lead 03407,Bruna Rocha,Legalização,Qualificação,14539,Orgânico,2026-12-31,N/A
OP-03408,2024-05-27,Lead 03408,Pedro Costa,Certificado Digital,Fechado Ganho,40162,Indicação,2024-11-18,N/A
OP-03409,2024-06-17,Lead 03409,João Oliveira,BPO Financeiro,Fechado Ganho,19539,Indicação,2024-05-27,N/A
OP-03410,2024-03-11,Lead 03410,Carlos Souza,Contabilidade,Fechado Perdido,8501,Facebook,2024-08-22,Sem fit
OP-03411,2024-12-18,Lead 03411,Bruna Rocha,BPO Financeiro,Prospecção,15525,Google Ads,2026-12-31,N/A
OP-03412,2024-07-18,Lead 03412,Mariana Lima,Legalização,Proposta,6605,Outro,2026-12-31,N/A
OP-03413,2024-05-01,Lead 03413,Bruna Rocha,BPO RH,Fechado Perdido,2964,LinkedIn,2024-07-22,Timing
OP-03414,2024-07-03,Lead 03414,Carlos Souza,Contabilidade,Fechado Perdido,28017,Google Ads,2024-12-09,Concorrente
OP-03415,2024-10-03,Lead 03415,Carlos Souza,BPO RH,Proposta,4164,LinkedIn,2026-12-31,N/A
OP-03416,2024-07-01,Lead 03416,João Oliveira,Legalização,Fechado Ganho,4258,Google Ads,2024-05-16,N/A
OP-03417,2024-12-14,Lead 03417,João Oliveira,BPO RH,Proposta,22445,Orgânico,2026-12-31,N/A
OP-03418,2024-10-17,Lead 03418,João Oliveira,Legalização,Fechado Perdido,39927,Indicação,2024-08-05,Preço
OP-03419,2024-03-03,Lead 03419,Bruna Rocha,Tributário,Fechado Ganho,36590,Orgânico,2024-11-07,N/A
OP-03420,2024-08-10,Lead 03420,Pedro Costa,Legalização,Fechado Ganho,14008,Orgânico,2024-05-19,N/A
OP-03421,2024-04-11,Lead 03421,João Oliveira,Tributário,Fechado Perdido,32846,Evento,2024-12-12,N/A
OP-03422,2024-09-17,Lead 03422,João Oliveira,BPO Financeiro,Qualificação,4743,Facebook,2026-12-31,N/A
OP-03423,2024-08-19,Lead 03423,Mariana Lima,BPO Financeiro,Fechado Perdido,1520,Google Ads,2024-11-16,Concorrente
OP-03424,2024-11-23,Lead 03424,Mariana Lima,Legalização,Negociação,10756,LinkedIn,2026-12-31,N/A
OP-03425,2024-07-11,Lead 03425,João Oliveira,Contabilidade,Qualificação,7326,Google Ads,2026-12-31,N/A
OP-03426,2024-09-18,Lead 03426,João Oliveira,BPO Financeiro,Fechado Ganho,39748,Orgânico,2024-04-12,N/A
OP-03427,2024-01-19,Lead 03427,Ana Silva,Contabilidade,Prospecção,21419,Google Ads,2026-12-31,N/A
OP-03428,2024-11-03,Lead 03428,Ana Silva,Certificado Digital,Fechado Ganho,38160,Evento,2024-05-17,N/A
OP-03429,2024-01-24,Lead 03429,João Oliveira,Tributário,Prospecção,2076,Indicação,2026-12-31,N/A
OP-03430,2024-05-03,Lead 03430,Bruna Rocha,Legalização,Proposta,17889,Google Ads,2026-12-31,N/A
OP-03431,2024-02-06,Lead 03431,Mariana Lima,BPO RH,Fechado Ganho,7757,Indicação,2024-10-22,N/A
OP-03432,2024-06-24,Lead 03432,Pedro Costa,BPO Financeiro,Fechado Ganho,5007,Instagram,2024-08-17,N/A
OP-03433,2024-01-17,Lead 03433,João Oliveira,Certificado Digital,Prospecção,21494,Orgânico,2026-12-31,N/A
OP-03434,2024-09-02,Lead 03434,João Oliveira,Contabilidade,Negociação,21112,Google Ads,2026-12-31,N/A
OP-03435,2024-10-03,Lead 03435,Pedro Costa,Legalização,Prospecção,39584,Evento,2026-12-31,N/A
OP-03436,2024-01-22,Lead 03436,Bruna Rocha,Tributário,Fechado Perdido,1997,LinkedIn,2024-08-02,Sem fit
OP-03437,2024-04-05,Lead 03437,Carlos Souza,BPO Financeiro,Negociação,36287,Indicação,2026-12-31,N/A
OP-03438,2024-08-19,Lead 03438,Bruna Rocha,BPO Financeiro,Fechado Perdido,4303,Instagram,2024-05-28,Concorrente
OP-03439,2024-07-15,Lead 03439,Bruna Rocha,Legalização,Negociação,32392,Instagram,2026-12-31,N/A
OP-03440,2024-05-18,Lead 03440,Mariana Lima,Contabilidade,Prospecção,25086,Google Ads,2026-12-31,N/A
OP-03441,2024-03-07,Lead 03441,Bruna Rocha,BPO Financeiro,Fechado Perdido,37559,Google Ads,2024-05-22,Preço
OP-03442,2024-04-04,Lead 03442,Carlos Souza,Certificado Digital,Proposta,22786,Facebook,2026-12-31,N/A
OP-03443,2024-02-03,Lead 03443,Pedro Costa,BPO RH,Negociação,27525,Evento,2026-12-31,N/A
OP-03444,2024-08-03,Lead 03444,Mariana Lima,BPO RH,Negociação,31541,Indicação,2026-12-31,N/A
OP-03445,2024-02-26,Lead 03445,Mariana Lima,Tributário,Proposta,20363,Indicação,2026-12-31,N/A
OP-03446,2024-10-06,Lead 03446,Bruna Rocha,Certificado Digital,Fechado Perdido,34020,LinkedIn,2024-11-11,Preço
OP-03447,2024-08-04,Lead 03447,Pedro Costa,BPO Financeiro,Fechado Ganho,12509,Facebook,2024-02-23,N/A
OP-03448,2024-12-19,Lead 03448,Carlos Souza,Legalização,Proposta,21462,Instagram,2026-12-31,N/A
OP-03449,2024-09-12,Lead 03449,Bruna Rocha,Legalização,Prospecção,40448,Instagram,2026-12-31,N/A
OP-03450,2024-10-12,Lead 03450,Pedro Costa,BPO RH,Negociação,34957,Google Ads,2026-12-31,N/A
OP-03451,2024-12-14,Lead 03451,Ana Silva,Certificado Digital,Negociação,29528,Indicação,2026-12-31,N/A
OP-03452,2024-08-05,Lead 03452,Bruna Rocha,Tributário,Proposta,8885,Google Ads,2026-12-31,N/A
OP-03453,2024-02-05,Lead 03453,Mariana Lima,Legalização,Prospecção,10856,Google Ads,2026-12-31,N/A
OP-03454,2024-07-14,Lead 03454,Bruna Rocha,Contabilidade,Negociação,34554,Instagram,2026-12-31,N/A
OP-03455,2024-02-18,Lead 03455,Ana Silva,Certificado Digital,Fechado Perdido,33047,Facebook,2024-04-05,Sem fit
OP-03456,2024-04-24,Lead 03456,Ana Silva,Legalização,Negociação,8152,Google Ads,2026-12-31,N/A
OP-03457,2024-10-12,Lead 03457,Ana Silva,Legalização,Qualificação,7160,LinkedIn,2026-12-31,N/A
OP-03458,2024-04-18,Lead 03458,Mariana Lima,Tributário,Prospecção,36164,Facebook,2026-12-31,N/A
OP-03459,2024-05-27,Lead 03459,Carlos Souza,BPO Financeiro,Proposta,26395,Orgânico,2026-12-31,N/A
OP-03460,2024-05-01,Lead 03460,Bruna Rocha,Contabilidade,Proposta,8188,Instagram,2026-12-31,N/A
OP-03461,2024-12-08,Lead 03461,João Oliveira,BPO RH,Proposta,17634,Indicação,2026-12-31,N/A
OP-03462,2024-03-16,Lead 03462,João Oliveira,BPO Financeiro,Fechado Ganho,19797,Evento,2024-01-20,N/A
OP-03463,2024-04-04,Lead 03463,Bruna Rocha,Contabilidade,Negociação,20213,Orgânico,2026-12-31,N/A
OP-03464,2024-08-27,Lead 03464,Pedro Costa,Contabilidade,Fechado Perdido,6127,Evento,2024-08-23,Sem fit
OP-03465,2024-09-18,Lead 03465,Ana Silva,Certificado Digital,Qualificação,29263,Outro,2026-12-31,N/A
OP-03466,2024-11-07,Lead 03466,Bruna Rocha,BPO RH,Qualificação,25696,Facebook,2026-12-31,N/A
OP-03467,2024-01-03,Lead 03467,João Oliveira,Tributário,Prospecção,21092,Facebook,2026-12-31,N/A
OP-03468,2024-08-03,Lead 03468,Mariana Lima,Tributário,Qualificação,35915,Facebook,2026-12-31,N/A
OP-03469,2024-06-24,Lead 03469,Pedro Costa,BPO RH,Qualificação,23320,Google Ads,2026-12-31,N/A
OP-03470,2024-05-02,Lead 03470,Carlos Souza,Tributário,Negociação,34391,Facebook,2026-12-31,N/A
OP-03471,2024-12-16,Lead 03471,Bruna Rocha,BPO Financeiro,Prospecção,29130,Indicação,2026-12-31,N/A
OP-03472,2024-10-21,Lead 03472,Ana Silva,BPO Financeiro,Proposta,19357,Google Ads,2026-12-31,N/A
OP-03473,2024-06-23,Lead 03473,Bruna Rocha,Certificado Digital,Prospecção,4904,LinkedIn,2026-12-31,N/A
OP-03474,2024-03-01,Lead 03474,Mariana Lima,BPO Financeiro,Fechado Perdido,20947,Outro,2024-07-16,N/A
OP-03475,2024-01-02,Lead 03475,Bruna Rocha,Certificado Digital,Qualificação,12440,Indicação,2026-12-31,N/A
OP-03476,2024-05-20,Lead 03476,Carlos Souza,Tributário,Fechado Perdido,20593,Orgânico,2024-07-22,Concorrente
OP-03477,2024-06-28,Lead 03477,João Oliveira,Certificado Digital,Qualificação,6641,Instagram,2026-12-31,N/A
OP-03478,2024-08-16,Lead 03478,Ana Silva,Contabilidade,Fechado Ganho,6506,Indicação,2024-12-06,N/A
OP-03479,2024-10-27,Lead 03479,Pedro Costa,BPO Financeiro,Qualificação,39590,Instagram,2026-12-31,N/A
OP-03480,2024-10-26,Lead 03480,Mariana Lima,Certificado Digital,Fechado Ganho,14187,Outro,2024-10-28,N/A
OP-03481,2024-05-04,Lead 03481,Mariana Lima,Tributário,Prospecção,21700,Evento,2026-12-31,N/A
OP-03482,2024-03-05,Lead 03482,Bruna Rocha,BPO Financeiro,Fechado Perdido,17984,Outro,2024-02-19,Sem fit
OP-03483,2024-02-16,Lead 03483,Ana Silva,Certificado Digital,Fechado Ganho,11815,Facebook,2024-12-25,N/A
OP-03484,2024-12-13,Lead 03484,Ana Silva,Certificado Digital,Qualificação,8795,Evento,2026-12-31,N/A
OP-03485,2024-09-27,Lead 03485,Ana Silva,Contabilidade,Negociação,22868,Instagram,2026-12-31,N/A
OP-03486,2024-12-19,Lead 03486,Mariana Lima,Certificado Digital,Proposta,40597,Outro,2026-12-31,N/A
OP-03487,2024-12-19,Lead 03487,Pedro Costa,Legalização,Negociação,37902,Facebook,2026-12-31,N/A
OP-03488,2024-09-06,Lead 03488,Bruna Rocha,Tributário,Prospecção,27462,Indicação,2026-12-31,N/A
OP-03489,2024-09-01,Lead 03489,Mariana Lima,Legalização,Fechado Perdido,6383,Facebook,2024-09-16,Concorrente
OP-03490,2024-06-28,Lead 03490,Ana Silva,Certificado Digital,Prospecção,1503,Facebook,2026-12-31,N/A
OP-03491,2024-03-21,Lead 03491,Bruna Rocha,BPO Financeiro,Prospecção,26041,LinkedIn,2026-12-31,N/A
OP-03492,2024-08-18,Lead 03492,João Oliveira,Legalização,Prospecção,8235,Outro,2026-12-31,N/A
OP-03493,2024-02-23,Lead 03493,Carlos Souza,Tributário,Proposta,8839,Orgânico,2026-12-31,N/A
OP-03494,2024-05-12,Lead 03494,Mariana Lima,BPO Financeiro,Qualificação,22599,Orgânico,2026-12-31,N/A
OP-03495,2024-09-25,Lead 03495,Bruna Rocha,Tributário,Qualificação,31999,Outro,2026-12-31,N/A
OP-03496,2024-10-11,Lead 03496,Ana Silva,Certificado Digital,Negociação,20372,Indicação,2026-12-31,N/A
OP-03497,2024-10-09,Lead 03497,Bruna Rocha,Contabilidade,Fechado Ganho,25311,Google Ads,2024-07-07,N/A
OP-03498,2024-08-27,Lead 03498,Carlos Souza,Legalização,Proposta,36523,Facebook,2026-12-31,N/A
OP-03499,2024-06-01,Lead 03499,João Oliveira,Contabilidade,Fechado Ganho,8055,Google Ads,2024-11-14,N/A
OP-03500,2024-01-12,Lead 03500,Mariana Lima,Legalização,Prospecção,39200,Orgânico,2026-12-31,N/A
OP-03501,2024-11-18,Lead 03501,Mariana Lima,Tributário,Prospecção,32334,Instagram,2026-12-31,N/A
OP-03502,2024-03-26,Lead 03502,Mariana Lima,Legalização,Negociação,40624,Instagram,2026-12-31,N/A
OP-03503,2024-12-20,Lead 03503,Ana Silva,Contabilidade,Fechado Ganho,6144,Evento,2024-07-20,N/A
OP-03504,2024-06-12,Lead 03504,Carlos Souza,Tributário,Fechado Ganho,17536,Orgânico,2024-06-22,N/A
OP-03505,2024-05-06,Lead 03505,Ana Silva,Tributário,Qualificação,32083,Indicação,2026-12-31,N/A
OP-03506,2024-05-24,Lead 03506,Pedro Costa,Legalização,Prospecção,17726,Google Ads,2026-12-31,N/A
OP-03507,2024-10-04,Lead 03507,Ana Silva,Contabilidade,Prospecção,2153,Indicação,2026-12-31,N/A
OP-03508,2024-07-24,Lead 03508,João Oliveira,Certificado Digital,Proposta,5860,Instagram,2026-12-31,N/A
OP-03509,2024-08-12,Lead 03509,Pedro Costa,BPO Financeiro,Prospecção,16367,Indicação,2026-12-31,N/A
OP-03510,2024-12-14,Lead 03510,Bruna Rocha,BPO Financeiro,Proposta,12779,Google Ads,2026-12-31,N/A
OP-03511,2024-10-21,Lead 03511,João Oliveira,Contabilidade,Qualificação,35900,Instagram,2026-12-31,N/A
OP-03512,2024-03-08,Lead 03512,Bruna Rocha,Certificado Digital,Fechado Ganho,4258,Google Ads,2024-04-11,N/A
OP-03513,2024-06-26,Lead 03513,Bruna Rocha,Certificado Digital,Negociação,36332,Outro,2026-12-31,N/A
OP-03514,2024-10-08,Lead 03514,João Oliveira,BPO RH,Prospecção,21335,Evento,2026-12-31,N/A
OP-03515,2024-07-22,Lead 03515,Mariana Lima,BPO RH,Qualificação,14223,LinkedIn,2026-12-31,N/A
OP-03516,2024-03-23,Lead 03516,Mariana Lima,BPO RH,Fechado Ganho,34949,Evento,2024-12-15,N/A
OP-03517,2024-07-26,Lead 03517,Pedro Costa,BPO RH,Prospecção,7271,Google Ads,2026-12-31,N/A
OP-03518,2024-02-03,Lead 03518,João Oliveira,BPO Financeiro,Fechado Perdido,31292,Instagram,2024-11-01,Sem fit
OP-03519,2024-03-08,Lead 03519,Bruna Rocha,Legalização,Negociação,9342,LinkedIn,2026-12-31,N/A
OP-03520,2024-03-23,Lead 03520,Mariana Lima,Certificado Digital,Negociação,23637,Facebook,2026-12-31,N/A
OP-03521,2024-05-07,Lead 03521,Ana Silva,BPO Financeiro,Negociação,15406,Indicação,2026-12-31,N/A
OP-03522,2024-08-12,Lead 03522,Mariana Lima,Contabilidade,Fechado Perdido,4227,Instagram,2024-07-07,Sem fit
OP-03523,2024-12-25,Lead 03523,Carlos Souza,Tributário,Proposta,37464,Instagram,2026-12-31,N/A
OP-03524,2024-08-21,Lead 03524,Bruna Rocha,Contabilidade,Prospecção,36928,LinkedIn,2026-12-31,N/A
OP-03525,2024-07-01,Lead 03525,Mariana Lima,BPO Financeiro,Proposta,38177,Google Ads,2026-12-31,N/A
OP-03526,2024-08-15,Lead 03526,Carlos Souza,Contabilidade,Fechado Ganho,23133,Google Ads,2024-02-13,N/A
OP-03527,2024-04-26,Lead 03527,Bruna Rocha,Tributário,Qualificação,23574,Outro,2026-12-31,N/A
OP-03528,2024-11-23,Lead 03528,Pedro Costa,Legalização,Prospecção,11858,Instagram,2026-12-31,N/A
OP-03529,2024-06-24,Lead 03529,Bruna Rocha,BPO RH,Negociação,26515,LinkedIn,2026-12-31,N/A
OP-03530,2024-12-03,Lead 03530,Pedro Costa,Tributário,Qualificação,18522,Instagram,2026-12-31,N/A
OP-03531,2024-08-10,Lead 03531,Ana Silva,BPO Financeiro,Fechado Ganho,34298,Instagram,2024-03-23,N/A
OP-03532,2024-04-05,Lead 03532,Ana Silva,Tributário,Proposta,6828,Google Ads,2026-12-31,N/A
OP-03533,2024-05-25,Lead 03533,Pedro Costa,Tributário,Fechado Ganho,29741,Indicação,2024-09-17,N/A
OP-03534,2024-01-07,Lead 03534,Carlos Souza,BPO Financeiro,Fechado Ganho,14021,Facebook,2024-03-26,N/A
OP-03535,2024-09-01,Lead 03535,Pedro Costa,Tributário,Proposta,3130,Evento,2026-12-31,N/A
OP-03536,2024-09-12,Lead 03536,Pedro Costa,Contabilidade,Qualificação,11051,Outro,2026-12-31,N/A
OP-03537,2024-11-01,Lead 03537,João Oliveira,Tributário,Prospecção,29311,Facebook,2026-12-31,N/A
OP-03538,2024-05-18,Lead 03538,Mariana Lima,Certificado Digital,Negociação,10825,LinkedIn,2026-12-31,N/A
OP-03539,2024-04-05,Lead 03539,Carlos Souza,BPO Financeiro,Qualificação,17574,Orgânico,2026-12-31,N/A
OP-03540,2024-02-18,Lead 03540,Ana Silva,Tributário,Proposta,17010,Evento,2026-12-31,N/A
OP-03541,2024-09-19,Lead 03541,Ana Silva,Contabilidade,Fechado Ganho,7340,Google Ads,2024-12-09,N/A
OP-03542,2024-04-25,Lead 03542,Bruna Rocha,Legalização,Fechado Perdido,7136,Facebook,2024-06-02,Sem fit
OP-03543,2024-02-03,Lead 03543,Pedro Costa,Certificado Digital,Qualificação,36083,Evento,2026-12-31,N/A
OP-03544,2024-02-03,Lead 03544,Bruna Rocha,Tributário,Proposta,13756,Google Ads,2026-12-31,N/A
OP-03545,2024-08-16,Lead 03545,Mariana Lima,BPO RH,Qualificação,24158,Indicação,2026-12-31,N/A
OP-03546,2024-01-15,Lead 03546,Carlos Souza,Certificado Digital,Fechado Ganho,16663,Outro,2024-06-05,N/A
OP-03547,2024-11-23,Lead 03547,Bruna Rocha,Tributário,Qualificação,14106,Evento,2026-12-31,N/A
OP-03548,2024-03-16,Lead 03548,Bruna Rocha,BPO Financeiro,Fechado Ganho,2578,Instagram,2024-04-15,N/A
OP-03549,2024-11-07,Lead 03549,Pedro Costa,Contabilidade,Proposta,18657,Google Ads,2026-12-31,N/A
OP-03550,2024-01-25,Lead 03550,Mariana Lima,Certificado Digital,Proposta,23159,Facebook,2026-12-31,N/A
OP-03551,2024-12-16,Lead 03551,Pedro Costa,Legalização,Qualificação,26832,Indicação,2026-12-31,N/A
OP-03552,2024-08-04,Lead 03552,Ana Silva,Legalização,Qualificação,22609,Indicação,2026-12-31,N/A
OP-03553,2024-04-09,Lead 03553,João Oliveira,Legalização,Fechado Perdido,40210,Outro,2024-12-08,Concorrente
OP-03554,2024-06-15,Lead 03554,Mariana Lima,Legalização,Qualificação,33419,Indicação,2026-12-31,N/A
OP-03555,2024-10-18,Lead 03555,Pedro Costa,Certificado Digital,Proposta,5075,Facebook,2026-12-31,N/A
OP-03556,2024-05-02,Lead 03556,Pedro Costa,Contabilidade,Negociação,18368,Outro,2026-12-31,N/A
OP-03557,2024-03-28,Lead 03557,João Oliveira,BPO Financeiro,Proposta,27727,Evento,2026-12-31,N/A
OP-03558,2024-03-26,Lead 03558,Ana Silva,Contabilidade,Fechado Perdido,38119,LinkedIn,2024-03-26,Sem fit
OP-03559,2024-02-11,Lead 03559,Bruna Rocha,Contabilidade,Qualificação,4122,Indicação,2026-12-31,N/A
OP-03560,2024-05-26,Lead 03560,João Oliveira,Tributário,Negociação,2313,Evento,2026-12-31,N/A
OP-03561,2024-03-24,Lead 03561,Carlos Souza,Tributário,Negociação,10848,Outro,2026-12-31,N/A
OP-03562,2024-08-04,Lead 03562,João Oliveira,Certificado Digital,Qualificação,29264,Evento,2026-12-31,N/A
OP-03563,2024-03-13,Lead 03563,João Oliveira,Contabilidade,Negociação,21880,Orgânico,2026-12-31,N/A
OP-03564,2024-03-20,Lead 03564,João Oliveira,BPO Financeiro,Qualificação,31730,Orgânico,2026-12-31,N/A
OP-03565,2024-03-01,Lead 03565,Carlos Souza,BPO Financeiro,Fechado Ganho,11758,Facebook,2024-09-17,N/A
OP-03566,2024-07-18,Lead 03566,João Oliveira,BPO RH,Fechado Perdido,23911,Outro,2024-06-15,N/A
OP-03567,2024-01-24,Lead 03567,Pedro Costa,BPO Financeiro,Prospecção,19079,Google Ads,2026-12-31,N/A
OP-03568,2024-01-21,Lead 03568,Bruna Rocha,BPO Financeiro,Fechado Ganho,29399,LinkedIn,2024-12-27,N/A
OP-03569,2024-03-02,Lead 03569,Pedro Costa,Certificado Digital,Fechado Ganho,22956,Google Ads,2024-04-06,N/A
OP-03570,2024-11-18,Lead 03570,Bruna Rocha,Certificado Digital,Proposta,37972,Outro,2026-12-31,N/A
OP-03571,2024-10-25,Lead 03571,Mariana Lima,Certificado Digital,Negociação,3763,Google Ads,2026-12-31,N/A
OP-03572,2024-07-04,Lead 03572,Carlos Souza,Certificado Digital,Negociação,37687,Instagram,2026-12-31,N/A
OP-03573,2024-11-24,Lead 03573,Carlos Souza,Tributário,Fechado Perdido,24879,Evento,2024-01-28,Timing
OP-03574,2024-01-14,Lead 03574,Ana Silva,Contabilidade,Qualificação,2660,Indicação,2026-12-31,N/A
OP-03575,2024-05-19,Lead 03575,Bruna Rocha,Legalização,Negociação,26840,Evento,2026-12-31,N/A
OP-03576,2024-11-18,Lead 03576,Bruna Rocha,BPO RH,Fechado Ganho,9790,Orgânico,2024-12-07,N/A
OP-03577,2024-02-17,Lead 03577,Mariana Lima,Certificado Digital,Negociação,19042,Evento,2026-12-31,N/A
OP-03578,2024-01-17,Lead 03578,Ana Silva,Certificado Digital,Fechado Ganho,29625,Evento,2024-02-10,N/A
OP-03579,2024-12-13,Lead 03579,Mariana Lima,BPO Financeiro,Negociação,36631,Orgânico,2026-12-31,N/A
OP-03580,2024-05-16,Lead 03580,Mariana Lima,Tributário,Qualificação,18388,LinkedIn,2026-12-31,N/A
OP-03581,2024-01-14,Lead 03581,Bruna Rocha,BPO RH,Fechado Perdido,40303,Outro,2024-08-04,Timing
OP-03582,2024-11-28,Lead 03582,João Oliveira,Certificado Digital,Fechado Perdido,4082,Evento,2024-06-10,N/A
OP-03583,2024-12-27,Lead 03583,Pedro Costa,Legalização,Qualificação,26327,Indicação,2026-12-31,N/A
OP-03584,2024-08-04,Lead 03584,Bruna Rocha,Tributário,Proposta,8714,Google Ads,2026-12-31,N/A
OP-03585,2024-04-17,Lead 03585,Pedro Costa,Legalização,Prospecção,32955,Evento,2026-12-31,N/A
OP-03586,2024-12-17,Lead 03586,Bruna Rocha,BPO RH,Negociação,27676,Google Ads,2026-12-31,N/A
OP-03587,2024-02-25,Lead 03587,João Oliveira,BPO RH,Proposta,33279,Orgânico,2026-12-31,N/A
OP-03588,2024-11-15,Lead 03588,Bruna Rocha,BPO Financeiro,Qualificação,31462,Orgânico,2026-12-31,N/A
OP-03589,2024-06-08,Lead 03589,Carlos Souza,Legalização,Proposta,28563,Google Ads,2026-12-31,N/A
OP-03590,2024-11-24,Lead 03590,João Oliveira,BPO RH,Proposta,11894,Outro,2026-12-31,N/A
OP-03591,2024-07-06,Lead 03591,Ana Silva,Tributário,Fechado Ganho,5402,LinkedIn,2024-07-24,N/A
OP-03592,2024-12-04,Lead 03592,Bruna Rocha,Contabilidade,Fechado Perdido,17957,Evento,2024-10-26,N/A
OP-03593,2024-08-01,Lead 03593,Mariana Lima,BPO Financeiro,Proposta,20638,Indicação,2026-12-31,N/A
OP-03594,2024-02-06,Lead 03594,Pedro Costa,Tributário,Fechado Ganho,19530,Evento,2024-11-10,N/A
OP-03595,2024-04-24,Lead 03595,Pedro Costa,Legalização,Fechado Ganho,40372,Outro,2024-07-23,N/A
OP-03596,2024-12-17,Lead 03596,Ana Silva,BPO Financeiro,Negociação,35781,Orgânico,2026-12-31,N/A
OP-03597,2024-10-06,Lead 03597,Carlos Souza,Tributário,Fechado Perdido,18135,Google Ads,2024-06-04,Timing
OP-03598,2024-02-04,Lead 03598,Mariana Lima,Contabilidade,Qualificação,28663,Outro,2026-12-31,N/A
OP-03599,2024-06-06,Lead 03599,Bruna Rocha,Legalização,Proposta,3174,Instagram,2026-12-31,N/A
OP-03600,2024-11-06,Lead 03600,Bruna Rocha,Legalização,Proposta,10454,Google Ads,2026-12-31,N/A
OP-03601,2024-05-03,Lead 03601,João Oliveira,Tributário,Fechado Ganho,4166,LinkedIn,2024-06-28,N/A
OP-03602,2024-11-04,Lead 03602,Bruna Rocha,Tributário,Negociação,27107,Google Ads,2026-12-31,N/A
OP-03603,2024-12-02,Lead 03603,Ana Silva,Legalização,Proposta,33896,Indicação,2026-12-31,N/A
OP-03604,2024-05-23,Lead 03604,Ana Silva,BPO RH,Fechado Perdido,32912,LinkedIn,2024-07-03,Sem fit
OP-03605,2024-07-24,Lead 03605,Carlos Souza,BPO Financeiro,Qualificação,18378,Facebook,2026-12-31,N/A
OP-03606,2024-08-14,Lead 03606,João Oliveira,Contabilidade,Fechado Perdido,6159,Facebook,2024-01-02,Sem fit
OP-03607,2024-07-12,Lead 03607,Mariana Lima,Legalização,Negociação,26709,Outro,2026-12-31,N/A
OP-03608,2024-06-27,Lead 03608,Ana Silva,BPO Financeiro,Prospecção,9022,Google Ads,2026-12-31,N/A
OP-03609,2024-09-24,Lead 03609,Ana Silva,Certificado Digital,Fechado Ganho,28332,Outro,2024-04-03,N/A
OP-03610,2024-03-06,Lead 03610,Pedro Costa,Certificado Digital,Qualificação,7086,Facebook,2026-12-31,N/A
OP-03611,2024-03-21,Lead 03611,Carlos Souza,Tributário,Qualificação,26841,Orgânico,2026-12-31,N/A
OP-03612,2024-04-25,Lead 03612,Pedro Costa,Tributário,Fechado Perdido,34823,Instagram,2024-01-25,Timing
OP-03613,2024-04-12,Lead 03613,Pedro Costa,Legalização,Proposta,20052,LinkedIn,2026-12-31,N/A
OP-03614,2024-02-07,Lead 03614,Mariana Lima,Contabilidade,Proposta,25581,Evento,2026-12-31,N/A
OP-03615,2024-03-25,Lead 03615,Mariana Lima,Contabilidade,Proposta,23008,LinkedIn,2026-12-31,N/A
OP-03616,2024-12-09,Lead 03616,Bruna Rocha,Certificado Digital,Proposta,14267,Google Ads,2026-12-31,N/A
