data_captacao,nome,origem,status,vendedor_atribuido
2024-08-06,Lead 4725,Evento - Workshop,Novo,N/A
2024-10-20,Lead 4726,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-06-14,Lead 4727,Orgânico - SEO,Em contato,Carlos Souza
2024-12-26,Lead 4728,LinkedIn - BPO,Qualificado,N/A
2024-07-08,Lead 4729,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-11-02,Lead 4730,LinkedIn - BPO,Qualificado,N/A
2024-08-18,Lead 4731,Evento - Workshop,Novo,Carlos Souza
2024-12-26,Lead 4732,Orgânico - SEO,Desqualificado,N/A
2024-11-26,Lead 4733,LinkedIn - BPO,Qualificado,Carlos Souza
2024-06-17,Lead 4734,Evento - Workshop,Desqualificado,Carlos Souza
2024-06-07,Lead 4735,Instagram - Conteúdo,Qualificado,N/A
2024-10-07,Lead 4736,Instagram - Conteúdo,Em contato,Carlos Souza
2024-10-24,Lead 4737,Orgânico - SEO,Em contato,Carlos Souza
2024-07-14,Lead 4738,Evento - Workshop,Qualificado,N/A
2024-04-20,Lead 4739,LinkedIn - BPO,Em contato,Carlos Souza
2024-02-01,Lead 4740,LinkedIn - BPO,Em contato,Ana Silva
2024-06-16,Lead 4741,Evento - Workshop,Convertido,N/A
2024-12-15,Lead 4742,Evento - Workshop,Novo,Ana Silva
2024-12-04,Lead 4743,Instagram - Conteúdo,Em contato,N/A
2024-12-09,Lead 4744,Google Ads - Contabilidade PME,Convertido,N/A
2024-09-12,Lead 4745,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-05-28,Lead 4746,LinkedIn - BPO,Qualificado,N/A
2024-11-23,Lead 4747,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-07-08,Lead 4748,Evento - Workshop,Novo,Carlos Souza
2024-09-06,Lead 4749,Instagram - Conteúdo,Novo,Carlos Souza
2024-10-09,Lead 4750,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-03-27,Lead 4751,Evento - Workshop,Em contato,Ana Silva
2024-08-12,Lead 4752,LinkedIn - BPO,Qualificado,Ana Silva
2024-05-18,Lead 4753,Evento - Workshop,Em contato,N/A
2024-12-04,Lead 4754,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-11-21,Lead 4755,Evento - Workshop,Novo,Carlos Souza
2024-11-05,Lead 4756,LinkedIn - BPO,Em contato,Ana Silva
2024-01-19,Lead 4757,Orgânico - SEO,Qualificado,Carlos Souza
2024-09-02,Lead 4758,Instagram - Conteúdo,Convertido,Ana Silva
2024-09-28,Lead 4759,Orgânico - SEO,Novo,N/A
2024-08-23,Lead 4760,LinkedIn - BPO,Qualificado,Carlos Souza
2024-05-12,Lead 4761,Orgânico - SEO,Novo,Ana Silva
2024-10-06,Lead 4762,Instagram - Conteúdo,Em contato,Carlos Souza
2024-08-19,Lead 4763,Google Ads - Contabilidade PME,Em contato,N/A
2024-06-19,Lead 4764,Orgânico - SEO,Novo,Ana Silva
2024-11-19,Lead 4765,Orgânico - SEO,Desqualificado,Ana Silva
2024-05-05,Lead 4766,Google Ads - Contabilidade PME,Novo,N/A
2024-09-11,Lead 4767,Evento - Workshop,Novo,Ana Silva
2024-11-08,Lead 4768,LinkedIn - BPO,Em contato,Carlos Souza
2024-03-14,Lead 4769,Evento - Workshop,Qualificado,Carlos Souza
2024-12-27,Lead 4770,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-12-18,Lead 4771,Evento - Workshop,Novo,Carlos Souza
2024-01-04,Lead 4772,LinkedIn - BPO,Qualificado,Carlos Souza
2024-06-04,Lead 4773,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-10-06,Lead 4774,Orgânico - SEO,Novo,N/A
2024-05-12,Lead 4775,LinkedIn - BPO,Desqualificado,Ana Silva
2024-11-09,Lead 4776,Orgânico - SEO,Novo,N/A
2024-11-03,Lead 4777,Orgânico - SEO,Desqualificado,Ana Silva
2024-09-17,Lead 4778,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-07-08,Lead 4779,Orgânico - SEO,Em contato,N/A
2024-07-10,Lead 4780,Instagram - Conteúdo,Novo,Ana Silva
2024-10-09,Lead 4781,Instagram - Conteúdo,Qualificado,N/A
2024-04-14,Lead 4782,LinkedIn - BPO,Desqualificado,N/A
2024-05-06,Lead 4783,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-06-03,Lead 4784,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-23,Lead 4785,Instagram - Conteúdo,Em contato,Ana Silva
2024-02-27,Lead 4786,Evento - Workshop,Convertido,Carlos Souza
2024-06-15,Lead 4787,LinkedIn - BPO,Em contato,Ana Silva
2024-01-05,Lead 4788,Evento - Workshop,Em contato,Carlos Souza
2024-06-04,Lead 4789,Google Ads - Contabilidade PME,Novo,N/A
2024-08-18,Lead 4790,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-02-02,Lead 4791,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-09-14,Lead 4792,Orgânico - SEO,Desqualificado,Carlos Souza
2024-01-15,Lead 4793,Instagram - Conteúdo,Em contato,Carlos Souza
2024-01-12,Lead 4794,LinkedIn - BPO,Novo,Carlos Souza
2024-05-16,Lead 4795,Instagram - Conteúdo,Em contato,N/A
2024-10-01,Lead 4796,Evento - Workshop,Desqualificado,N/A
2024-12-19,Lead 4797,Orgânico - SEO,Em contato,N/A
2024-07-24,Lead 4798,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-01-02,Lead 4799,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-12-16,Lead 4800,Evento - Workshop,Desqualificado,Ana Silva
2024-01-03,Lead 4801,LinkedIn - BPO,Novo,Ana Silva
2024-09-14,Lead 4802,Google Ads - Contabilidade PME,Qualificado,N/A
2024-06-12,Lead 4803,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-12-08,Lead 4804,Evento - Workshop,Em contato,Ana Silva
2024-05-14,Lead 4805,Google Ads - Contabilidade PME,Qualificado,N/A
2024-12-24,Lead 4806,Orgânico - SEO,Novo,N/A
2024-01-23,Lead 4807,Orgânico - SEO,Qualificado,Ana Silva
2024-07-06,Lead 4808,Instagram - Conteúdo,Em contato,N/A
2024-02-17,Lead 4809,LinkedIn - BPO,Novo,N/A
2024-09-12,Lead 4810,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-11-08,Lead 4811,Evento - Workshop,Novo,Carlos Souza
2024-02-10,Lead 4812,Orgânico - SEO,Em contato,N/A
2024-06-06,Lead 4813,Orgânico - SEO,Convertido,Ana Silva
2024-06-04,Lead 4814,Evento - Workshop,Qualificado,N/A
2024-06-02,Lead 4815,LinkedIn - BPO,Qualificado,Ana Silva
2024-11-12,Lead 4816,LinkedIn - BPO,Novo,Carlos Souza
2024-08-03,Lead 4817,LinkedIn - BPO,Qualificado,Carlos Souza
2024-12-13,Lead 4818,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-12-01,Lead 4819,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-03-21,Lead 4820,Google Ads - Contabilidade PME,Qualificado,N/A
2024-05-03,Lead 4821,Orgânico - SEO,Novo,Ana Silva
2024-08-08,Lead 4822,Instagram - Conteúdo,Qualificado,Ana Silva
2024-08-16,Lead 4823,Evento - Workshop,Qualificado,Ana Silva
2024-10-07,Lead 4824,Orgânico - SEO,Desqualificado,Ana Silva
2024-11-03,Lead 4825,Orgânico - SEO,Convertido,Ana Silva
2024-09-26,Lead 4826,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-03-23,Lead 4827,Instagram - Conteúdo,Convertido,Ana Silva
2024-07-19,Lead 4828,Instagram - Conteúdo,Qualificado,N/A
2024-11-18,Lead 4829,Orgânico - SEO,Novo,N/A
2024-11-23,Lead 4830,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-01-23,Lead 4831,LinkedIn - BPO,Em contato,Ana Silva
2024-07-27,Lead 4832,Evento - Workshop,Qualificado,N/A
2024-12-09,Lead 4833,Orgânico - SEO,Qualificado,N/A
2024-07-09,Lead 4834,Evento - Workshop,Em contato,Ana Silva
2024-05-15,Lead 4835,Orgânico - SEO,Desqualificado,N/A
2024-06-22,Lead 4836,Orgânico - SEO,Convertido,Ana Silva
2024-07-08,Lead 4837,LinkedIn - BPO,Convertido,Ana Silva
2024-10-08,Lead 4838,Orgânico - SEO,Desqualificado,Ana Silva
2024-07-02,Lead 4839,Orgânico - SEO,Desqualificado,Ana Silva
2024-09-19,Lead 4840,Evento - Workshop,Novo,Ana Silva
2024-10-07,Lead 4841,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-07-23,Lead 4842,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-01-23,Lead 4843,LinkedIn - BPO,Novo,Ana Silva
2024-06-11,Lead 4844,Instagram - Conteúdo,Em contato,Carlos Souza
2024-07-04,Lead 4845,Orgânico - SEO,Novo,N/A
2024-10-20,Lead 4846,Instagram - Conteúdo,Qualificado,N/A
2024-01-03,Lead 4847,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-04-22,Lead 4848,Instagram - Conteúdo,Em contato,Ana Silva
2024-02-06,Lead 4849,Orgânico - SEO,Convertido,Ana Silva
2024-08-05,Lead 4850,LinkedIn - BPO,Convertido,Ana Silva
2024-01-12,Lead 4851,Orgânico - SEO,Convertido,N/A
2024-08-26,Lead 4852,LinkedIn - BPO,Convertido,N/A
2024-07-28,Lead 4853,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-01-07,Lead 4854,Instagram - Conteúdo,Convertido,Ana Silva
2024-11-17,Lead 4855,Orgânico - SEO,Qualificado,N/A
2024-02-14,Lead 4856,Orgânico - SEO,Em contato,Ana Silva
2024-08-25,Lead 4857,Orgânico - SEO,Desqualificado,Ana Silva
2024-07-20,Lead 4858,LinkedIn - BPO,Novo,Carlos Souza
2024-03-08,Lead 4859,Evento - Workshop,Qualificado,Carlos Souza
2024-12-19,Lead 4860,Instagram - Conteúdo,Novo,N/A
2024-02-23,Lead 4861,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-02-08,Lead 4862,LinkedIn - BPO,Convertido,Ana Silva
2024-08-23,Lead 4863,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-10-28,Lead 4864,Evento - Workshop,Em contato,Ana Silva
2024-08-15,Lead 4865,Instagram - Conteúdo,Convertido,Ana Silva
2024-05-25,Lead 4866,Evento - Workshop,Novo,N/A
2024-10-08,Lead 4867,Instagram - Conteúdo,Novo,Ana Silva
2024-04-23,Lead 4868,Instagram - Conteúdo,Novo,Ana Silva
2024-05-06,Lead 4869,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-12-20,Lead 4870,Orgânico - SEO,Qualificado,Carlos Souza
2024-01-28,Lead 4871,LinkedIn - BPO,Novo,N/A
2024-05-09,Lead 4872,Orgânico - SEO,Desqualificado,N/A
2024-05-21,Lead 4873,Evento - Workshop,Desqualificado,Carlos Souza
2024-12-25,Lead 4874,LinkedIn - BPO,Convertido,N/A
2024-12-05,Lead 4875,LinkedIn - BPO,Em contato,Ana Silva
2024-05-26,Lead 4876,LinkedIn - BPO,Qualificado,N/A
2024-07-25,Lead 4877,Orgânico - SEO,Desqualificado,Ana Silva
2024-08-17,Lead 4878,LinkedIn - BPO,Desqualificado,N/A
2024-11-16,Lead 4879,LinkedIn - BPO,Em contato,Carlos Souza
2024-04-06,Lead 4880,Orgânico - SEO,Qualificado,N/A
2024-06-19,Lead 4881,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-03-27,Lead 4882,Google Ads - Contabilidade PME,Convertido,N/A
2024-08-18,Lead 4883,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-11-16,Lead 4884,Evento - Workshop,Convertido,N/A
2024-08-07,Lead 4885,LinkedIn - BPO,Qualificado,N/A
2024-05-08,Lead 4886,LinkedIn - BPO,Convertido,N/A
2024-03-09,Lead 4887,Evento - Workshop,Novo,N/A
2024-02-21,Lead 4888,Evento - Workshop,Novo,Ana Silva
2024-03-25,Lead 4889,LinkedIn - BPO,Convertido,Carlos Souza
2024-08-13,Lead 4890,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-08-09,Lead 4891,LinkedIn - BPO,Convertido,Carlos Souza
2024-01-11,Lead 4892,Evento - Workshop,Desqualificado,Carlos Souza
2024-11-01,Lead 4893,Instagram - Conteúdo,Qualificado,N/A
2024-09-12,Lead 4894,Evento - Workshop,Qualificado,Carlos Souza
2024-11-22,Lead 4895,Google Ads - Contabilidade PME,Novo,N/A
2024-12-20,Lead 4896,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-05-26,Lead 4897,Instagram - Conteúdo,Qualificado,N/A
2024-01-23,Lead 4898,Instagram - Conteúdo,Qualificado,N/A
2024-02-23,Lead 4899,LinkedIn - BPO,Em contato,Carlos Souza
2024-03-12,Lead 4900,Orgânico - SEO,Qualificado,N/A
2024-05-28,Lead 4901,Instagram - Conteúdo,Convertido,Carlos Souza
2024-06-23,Lead 4902,LinkedIn - BPO,Qualificado,Ana Silva
2024-07-19,Lead 4903,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-01-27,Lead 4904,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-10-28,Lead 4905,LinkedIn - BPO,Qualificado,Ana Silva
2024-01-11,Lead 4906,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-07-04,Lead 4907,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-03-21,Lead 4908,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-07-20,Lead 4909,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-06,Lead 4910,Evento - Workshop,Em contato,Carlos Souza
2024-10-09,Lead 4911,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-03-09,Lead 4912,Orgânico - SEO,Em contato,Carlos Souza
2024-04-22,Lead 4913,Evento - Workshop,Novo,N/A
2024-10-21,Lead 4914,Evento - Workshop,Novo,Carlos Souza
2024-04-18,Lead 4915,LinkedIn - BPO,Convertido,N/A
2024-08-09,Lead 4916,Evento - Workshop,Desqualificado,Ana Silva
2024-05-09,Lead 4917,Evento - Workshop,Desqualificado,Carlos Souza
2024-06-14,Lead 4918,Evento - Workshop,Em contato,Ana Silva
2024-08-03,Lead 4919,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-09-13,Lead 4920,Orgânico - SEO,Desqualificado,Ana Silva
2024-12-14,Lead 4921,Evento - Workshop,Em contato,N/A
2024-09-15,Lead 4922,Instagram - Conteúdo,Convertido,Carlos Souza
2024-09-16,Lead 4923,Orgânico - SEO,Convertido,N/A
2024-02-15,Lead 4924,Orgânico - SEO,Convertido,N/A
2024-07-15,Lead 4925,Google Ads - Contabilidade PME,Qualificado,N/A
2024-09-08,Lead 4926,LinkedIn - BPO,Novo,N/A
2024-01-07,Lead 4927,Evento - Workshop,Em contato,Ana Silva
2024-01-20,Lead 4928,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-04-11,Lead 4929,Google Ads - Contabilidade PME,Convertido,N/A
2024-06-01,Lead 4930,Instagram - Conteúdo,Em contato,Ana Silva
2024-06-08,Lead 4931,Instagram - Conteúdo,Novo,N/A
2024-05-12,Lead 4932,Instagram - Conteúdo,Qualificado,Ana Silva
2024-02-10,Lead 4933,LinkedIn - BPO,Novo,Carlos Souza
2024-06-22,Lead 4934,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-10-07,Lead 4935,Orgânico - SEO,Em contato,Ana Silva
2024-07-12,Lead 4936,Evento - Workshop,Convertido,Carlos Souza
2024-03-05,Lead 4937,LinkedIn - BPO,Qualificado,Ana Silva
2024-07-21,Lead 4938,Instagram - Conteúdo,Novo,Ana Silva
2024-08-23,Lead 4939,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-03-26,Lead 4940,Orgânico - SEO,Em contato,N/A
2024-03-12,Lead 4941,Orgânico - SEO,Desqualificado,Carlos Souza
2024-10-24,Lead 4942,Evento - Workshop,Desqualificado,Ana Silva
2024-02-23,Lead 4943,Google Ads - Contabilidade PME,Qualificado,N/A
2024-04-07,Lead 4944,Orgânico - SEO,Convertido,Ana Silva
2024-12-18,Lead 4945,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-07-23,Lead 4946,Evento - Workshop,Qualificado,Carlos Souza
2024-11-05,Lead 4947,LinkedIn - BPO,Qualificado,N/A
2024-09-20,Lead 4948,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-10-21,Lead 4949,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-05-16,Lead 4950,Google Ads - Contabilidade PME,Convertido,N/A
2024-11-11,Lead 4951,Google Ads - Contabilidade PME,Novo,N/A
2024-03-09,Lead 4952,LinkedIn - BPO,Convertido,Ana Silva
2024-07-06,Lead 4953,Instagram - Conteúdo,Novo,Ana Silva
2024-01-27,Lead 4954,Evento - Workshop,Em contato,Ana Silva
2024-07-04,Lead 4955,Orgânico - SEO,Convertido,N/A
2024-06-03,Lead 4956,Orgânico - SEO,Qualificado,N/A
2024-06-04,Lead 4957,Evento - Workshop,Novo,N/A
2024-04-28,Lead 4958,Orgânico - SEO,Em contato,Carlos Souza
2024-09-05,Lead 4959,LinkedIn - BPO,Desqualificado,N/A
2024-12-07,Lead 4960,LinkedIn - BPO,Em contato,Carlos Souza
2024-08-19,Lead 4961,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-06-15,Lead 4962,LinkedIn - BPO,Novo,N/A
2024-02-18,Lead 4963,Instagram - Conteúdo,Em contato,Ana Silva
2024-09-15,Lead 4964,Orgânico - SEO,Qualificado,Carlos Souza
2024-04-02,Lead 4965,Orgânico - SEO,Convertido,Ana Silva
2024-06-06,Lead 4966,Orgânico - SEO,Qualificado,Carlos Souza
2024-12-01,Lead 4967,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-01-17,Lead 4968,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-20,Lead 4969,LinkedIn - BPO,Qualificado,Ana Silva
2024-08-05,Lead 4970,LinkedIn - BPO,Desqualificado,N/A
2024-01-20,Lead 4971,LinkedIn - BPO,Qualificado,N/A
2024-12-27,Lead 4972,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-10-10,Lead 4973,Evento - Workshop,Novo,Ana Silva
2024-08-23,Lead 4974,Evento - Workshop,Desqualificado,Carlos Souza
2024-12-07,Lead 4975,Evento - Workshop,Desqualificado,N/A
2024-08-21,Lead 4976,Evento - Workshop,Novo,Ana Silva
2024-08-02,Lead 4977,Google Ads - Contabilidade PME,Convertido,N/A
2024-08-16,Lead 4978,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-10-26,Lead 4979,Evento - Workshop,Qualificado,N/A
2024-01-03,Lead 4980,Orgânico - SEO,Convertido,Carlos Souza
2024-08-01,Lead 4981,LinkedIn - BPO,Novo,N/A
2024-06-16,Lead 4982,Instagram - Conteúdo,Convertido,N/A
2024-07-23,Lead 4983,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-03-01,Lead 4984,LinkedIn - BPO,Convertido,Ana Silva
2024-11-25,Lead 4985,LinkedIn - BPO,Qualificado,Carlos Souza
2024-03-16,Lead 4986,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-01-13,Lead 4987,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-10-14,Lead 4988,Orgânico - SEO,Em contato,Carlos Souza
2024-05-04,Lead 4989,LinkedIn - BPO,Qualificado,N/A
2024-01-14,Lead 4990,Orgânico - SEO,Novo,N/A
2024-06-11,Lead 4991,Orgânico - SEO,Em contato,Ana Silva
2024-08-01,Lead 4992,Orgânico - SEO,Novo,Carlos Souza
2024-02-06,Lead 4993,Instagram - Conteúdo,Novo,Ana Silva
2024-12-17,Lead 4994,LinkedIn - BPO,Novo,Ana Silva
2024-01-22,Lead 4995,Evento - Workshop,Convertido,N/A
2024-08-06,Lead 4996,Evento - Workshop,Novo,N/A
2024-07-24,Lead 4997,Orgânico - SEO,Novo,N/A
2024-03-04,Lead 4998,Orgânico - SEO,Qualificado,N/A
2024-04-12,Lead 4999,LinkedIn - BPO,Novo,Ana Silva
2024-03-14,Lead 5000,Google Ads - Contabilidade PME,Qualificado,N/A
2024-12-11,Lead 5001,Evento - Workshop,Desqualificado,N/A
2024-01-15,Lead 5002,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-09-21,Lead 5003,Instagram - Conteúdo,Convertido,Ana Silva
2024-11-17,Lead 5004,Instagram - Conteúdo,Convertido,Carlos Souza
2024-02-08,Lead 5005,Orgânico - SEO,Novo,Carlos Souza
2024-10-09,Lead 5006,Orgânico - SEO,Novo,Carlos Souza
2024-01-11,Lead 5007,Orgânico - SEO,Em contato,Carlos Souza
2024-04-05,Lead 5008,Instagram - Conteúdo,Novo,N/A
2024-04-17,Lead 5009,Google Ads - Contabilidade PME,Em contato,N/A
2024-03-17,Lead 5010,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-11-13,Lead 5011,Orgânico - SEO,Qualificado,N/A
2024-09-18,Lead 5012,Orgânico - SEO,Qualificado,Carlos Souza
2024-01-18,Lead 5013,LinkedIn - BPO,Convertido,Carlos Souza
2024-05-01,Lead 5014,Orgânico - SEO,Novo,N/A
2024-08-04,Lead 5015,Orgânico - SEO,Desqualificado,Ana Silva
2024-11-11,Lead 5016,Evento - Workshop,Novo,Carlos Souza
2024-04-18,Lead 5017,Evento - Workshop,Convertido,N/A
2024-06-23,Lead 5018,Evento - Workshop,Em contato,N/A
2024-05-11,Lead 5019,Evento - Workshop,Em contato,N/A
2024-08-11,Lead 5020,Orgânico - SEO,Desqualificado,Carlos Souza
2024-09-12,Lead 5021,Orgânico - SEO,Qualificado,N/A
2024-07-21,Lead 5022,Orgânico - SEO,Convertido,N/A
2024-03-05,Lead 5023,Instagram - Conteúdo,Convertido,Carlos Souza
2024-09-15,Lead 5024,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-06-06,Lead 5025,Evento - Workshop,Em contato,Carlos Souza
2024-12-21,Lead 5026,Evento - Workshop,Desqualificado,Carlos Souza
2024-05-13,Lead 5027,Instagram - Conteúdo,Novo,Carlos Souza
2024-06-23,Lead 5028,Evento - Workshop,Em contato,Ana Silva
2024-11-15,Lead 5029,LinkedIn - BPO,Convertido,N/A
2024-08-02,Lead 5030,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-05-28,Lead 5031,Evento - Workshop,Convertido,Ana Silva
2024-12-06,Lead 5032,Instagram - Conteúdo,Convertido,Carlos Souza
2024-04-04,Lead 5033,LinkedIn - BPO,Qualificado,N/A
2024-01-13,Lead 5034,Evento - Workshop,Desqualificado,Ana Silva
2024-03-07,Lead 5035,Instagram - Conteúdo,Em contato,N/A
2024-01-26,Lead 5036,LinkedIn - BPO,Convertido,Carlos Souza
2024-07-16,Lead 5037,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-07-15,Lead 5038,Google Ads - Contabilidade PME,Novo,N/A
2024-01-19,Lead 5039,Google Ads - Contabilidade PME,Convertido,N/A
2024-03-11,Lead 5040,Orgânico - SEO,Qualificado,N/A
2024-12-19,Lead 5041,Google Ads - Contabilidade PME,Qualificado,N/A
2024-06-21,Lead 5042,LinkedIn - BPO,Desqualificado,N/A
2024-06-07,Lead 5043,LinkedIn - BPO,Qualificado,Carlos Souza
2024-12-09,Lead 5044,Instagram - Conteúdo,Em contato,Carlos Souza
2024-02-05,Lead 5045,Evento - Workshop,Convertido,N/A
2024-01-26,Lead 5046,Instagram - Conteúdo,Novo,Ana Silva
2024-02-08,Lead 5047,Evento - Workshop,Desqualificado,N/A
2024-08-06,Lead 5048,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-06-23,Lead 5049,Instagram - Conteúdo,Novo,N/A
2024-09-25,Lead 5050,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-06-05,Lead 5051,LinkedIn - BPO,Novo,Ana Silva
2024-01-21,Lead 5052,Evento - Workshop,Convertido,Ana Silva
2024-04-08,Lead 5053,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-01-20,Lead 5054,Evento - Workshop,Convertido,N/A
2024-03-16,Lead 5055,Orgânico - SEO,Em contato,Ana Silva
2024-10-17,Lead 5056,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-04-20,Lead 5057,Orgânico - SEO,Em contato,Carlos Souza
2024-05-17,Lead 5058,Orgânico - SEO,Desqualificado,N/A
2024-01-08,Lead 5059,Instagram - Conteúdo,Em contato,N/A
2024-11-13,Lead 5060,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-12-25,Lead 5061,Evento - Workshop,Novo,Ana Silva
2024-02-28,Lead 5062,LinkedIn - BPO,Em contato,Ana Silva
2024-10-15,Lead 5063,Instagram - Conteúdo,Convertido,Carlos Souza
2024-11-24,Lead 5064,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-12-06,Lead 5065,Instagram - Conteúdo,Novo,Carlos Souza
2024-05-04,Lead 5066,LinkedIn - BPO,Em contato,Ana Silva
2024-04-24,Lead 5067,Instagram - Conteúdo,Qualificado,N/A
2024-12-11,Lead 5068,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-02-02,Lead 5069,Evento - Workshop,Desqualificado,Ana Silva
2024-08-18,Lead 5070,Orgânico - SEO,Convertido,Carlos Souza
2024-12-05,Lead 5071,Orgânico - SEO,Em contato,N/A
2024-03-26,Lead 5072,Orgânico - SEO,Novo,Ana Silva
2024-02-11,Lead 5073,LinkedIn - BPO,Novo,Ana Silva
2024-07-28,Lead 5074,Instagram - Conteúdo,Novo,Ana Silva
2024-03-18,Lead 5075,LinkedIn - BPO,Novo,Ana Silva
2024-03-26,Lead 5076,Instagram - Conteúdo,Convertido,N/A
2024-12-03,Lead 5077,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-07-19,Lead 5078,Evento - Workshop,Convertido,Carlos Souza
2024-06-07,Lead 5079,Orgânico - SEO,Em contato,Carlos Souza
2024-03-13,Lead 5080,Orgânico - SEO,Novo,N/A
2024-04-01,Lead 5081,Evento - Workshop,Novo,N/A
2024-01-20,Lead 5082,Orgânico - SEO,Novo,N/A
2024-04-14,Lead 5083,Evento - Workshop,Convertido,Ana Silva
2024-10-27,Lead 5084,LinkedIn - BPO,Convertido,N/A
2024-09-18,Lead 5085,LinkedIn - BPO,Novo,N/A
2024-07-05,Lead 5086,Orgânico - SEO,Convertido,Ana Silva
2024-07-05,Lead 5087,Orgânico - SEO,Desqualificado,Carlos Souza
2024-06-23,Lead 5088,Instagram - Conteúdo,Qualificado,N/A
2024-10-13,Lead 5089,LinkedIn - BPO,Convertido,Carlos Souza
2024-01-02,Lead 5090,Orgânico - SEO,Novo,Ana Silva
2024-03-25,Lead 5091,LinkedIn - BPO,Novo,Carlos Souza
2024-06-05,Lead 5092,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-11-19,Lead 5093,Orgânico - SEO,Desqualificado,Carlos Souza
2024-02-09,Lead 5094,Google Ads - Contabilidade PME,Qualificado,N/A
2024-09-23,Lead 5095,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-08-19,Lead 5096,Orgânico - SEO,Desqualificado,Carlos Souza
2024-09-04,Lead 5097,LinkedIn - BPO,Convertido,Carlos Souza
2024-04-18,Lead 5098,Orgânico - SEO,Novo,N/A
2024-08-19,Lead 5099,LinkedIn - BPO,Convertido,N/A
2024-02-20,Lead 5100,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-05-05,Lead 5101,LinkedIn - BPO,Qualificado,Carlos Souza
2024-11-19,Lead 5102,LinkedIn - BPO,Desqualificado,N/A
